Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,mortgage_interest,inflation_rates
1141,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,852,0.0,0,100,952,GasA,3,Y,1,952,0,0,952,1,0,1,0,2,1,3,4,Typ,0,3.461038961038961,Detchd,1988.0,1.0,2,840,3.0,3.0,1,0,0,0,0,0,0,,0,,0,6,2008,COD,Abnorml,139000,6.0272,2.8263
1142,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,381,0.0,0,399,780,GasA,5,Y,1,1088,780,0,1868,1,0,2,1,4,1,4,9,Typ,1,3.0,Attchd,1976.0,1.0,2,484,3.0,3.0,1,0,25,0,0,0,0,,0,,0,10,2009,WD,Normal,197500,5.0365,0.1662
1143,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,5.0,3.0,0.0,5.0,1150,0.0,0,316,1466,GasA,5,Y,1,1466,1362,0,1464,1,0,3,0,4,1,4,6,Typ,1,3.0,BuiltIn,2006.0,2.0,3,480,3.0,3.0,1,125,25,0,0,0,0,,0,,0,4,2007,New,Partial,163000,6.3373,2.6616
1144,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,Wd Sdng,Plywood,,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,288,0.0,0,718,1006,GasA,3,Y,1,1006,0,0,1006,0,0,1,0,3,1,3,5,Typ,0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,0,24,0,0,0,0,,0,,0,7,2008,WD,Normal,80000,6.0272,2.8263
1145,190,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,BrkTil,4.0,3.0,0.0,3.0,348,0.0,0,324,672,Grav,2,N,1,672,252,0,924,1,0,1,0,2,1,2,5,Typ,0,3.461038961038961,Detchd,1941.0,1.0,1,280,3.0,3.0,1,0,0,0,0,0,0,,0,,0,7,2010,WD,Normal,80000,4.6898,1.0979
1146,50,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,1042,1042,GasA,5,Y,1,1042,534,0,1576,0,0,1,0,3,1,3,8,Typ,1,4.0,Detchd,1928.0,1.0,1,225,3.0,3.0,1,0,0,0,0,0,0,,0,,0,8,2006,WD,Family,149000,6.4133,2.9006
1147,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,4,3,CBlock,4.0,3.0,0.0,5.0,1258,0.0,0,40,1298,GasA,3,Y,1,1298,0,0,1298,1,0,2,0,3,1,4,5,Typ,1,3.0,Attchd,1985.0,1.0,2,403,3.0,3.0,1,165,26,0,0,0,0,,0,,0,5,2006,WD,Normal,180000,6.4133,2.9006
1148,70,RL,70.04995836802665,9478,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,275,0.0,0,429,704,GasA,5,Y,1,860,704,0,1564,0,0,1,1,3,1,2,7,Typ,1,4.0,Attchd,1941.0,1.0,1,234,3.0,3.0,1,0,0,0,0,0,0,,0,,0,7,2009,WD,Normal,174500,5.0365,0.1662
1149,50,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,PConc,3.0,3.0,0.0,0.0,0,0.0,0,572,572,GasA,3,Y,1,572,539,0,1111,0,0,1,0,2,1,3,5,Typ,1,4.0,Detchd,1982.0,1.0,1,288,3.0,3.0,1,0,0,0,0,0,0,,0,,0,8,2008,WD,Normal,116900,6.0272,2.8263
1150,70,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,5,1920,1988,Hip,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,3.0,3.0,0.0,4.0,624,0.0,0,26,650,GasA,5,Y,1,832,650,0,1482,0,0,1,0,3,1,3,7,Typ,0,3.461038961038961,Detchd,1930.0,1.0,2,324,3.0,3.0,1,0,0,0,0,0,0,,0,,0,7,2009,WD,Normal,143000,5.0365,0.1662
1151,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0,0.0,0,932,932,GasA,5,Y,1,932,0,0,932,0,0,1,0,2,1,4,4,Typ,1,4.0,Attchd,1950.0,1.0,1,306,3.0,3.0,1,0,0,0,0,0,0,,0,,0,11,2007,WD,Normal,124000,6.3373,2.6616
1152,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,176,0.0,0,1290,1466,GasA,3,Y,1,1466,0,0,1466,0,0,1,1,3,1,2,6,Typ,2,4.0,Attchd,1959.0,3.0,2,528,3.0,3.0,1,0,25,0,0,0,0,,0,,0,11,2006,WD,Normal,149900,6.4133,2.9006
1153,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,,0.0,3,3,PConc,3.0,3.0,0.0,4.0,296,0.0,0,230,1073,GasA,5,Y,1,1811,0,0,1811,0,0,1,0,2,1,5,6,Typ,1,4.0,Attchd,1956.0,3.0,2,470,3.0,3.0,1,0,0,0,0,0,0,,0,,0,7,2006,WD,Abnorml,230000,6.4133,2.9006
1154,30,RM,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,4,3,BrkTil,3.0,3.0,0.0,4.0,538,0.0,0,278,816,GasA,5,Y,1,816,0,0,816,0,0,1,0,2,1,3,5,Typ,0,3.461038961038961,Detchd,2002.0,1.0,1,432,3.0,3.0,1,0,0,0,0,0,0,,0,,0,6,2008,WD,Normal,120500,6.0272,2.8263
1155,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,454,0.0,0,410,864,GasA,3,Y,1,902,918,0,1820,0,0,1,2,4,1,4,8,Typ,2,4.0,Attchd,1965.0,1.0,2,492,3.0,3.0,1,60,84,0,0,0,0,,0,,0,5,2008,WD,Normal,201800,6.0272,2.8263
1156,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,5,1976,2004,Gable,CompShg,Plywood,Plywood,,0.0,4,3,CBlock,4.0,3.0,0.0,4.0,1157,0.0,0,280,1437,GasA,3,Y,1,1437,0,0,1437,1,0,2,0,3,1,4,6,Typ,1,3.461038961038961,Attchd,1976.0,2.0,2,528,3.0,3.0,1,0,21,0,0,0,0,,0,,0,7,2007,WD,Normal,218000,6.3373,2.6616
1157,80,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1965,1999,Gable,CompShg,BrkFace,BrkFace,,0.0,3,3,PConc,3.0,3.0,0.0,4.0,633,0.0,0,586,1219,GasA,4,Y,1,1265,0,0,1265,0,0,2,0,3,1,4,6,Typ,1,4.0,Attchd,1965.0,2.0,2,502,3.0,3.0,1,0,25,0,0,0,0,,0,,0,10,2008,WD,Normal,179900,6.0272,2.8263
1158,120,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4.0,3.0,0.0,5.0,904,0.0,0,410,1314,GasA,5,Y,1,1314,0,0,1314,1,0,2,0,2,1,4,6,Typ,1,4.0,Attchd,2008.0,2.0,2,626,3.0,3.0,1,172,62,0,0,0,0,,0,,0,7,2009,WD,Normal,230000,5.0365,0.1662
1159,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,476,1580,GasA,5,Y,1,1580,0,0,1580,0,0,2,0,3,1,4,7,Typ,0,3.461038961038961,Attchd,2008.0,2.0,3,830,3.0,3.0,1,0,24,0,0,0,0,,0,,0,6,2008,ConLD,Partial,235128,6.0272,2.8263
1160,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,4,3,CBlock,3.0,3.0,0.0,4.0,442,0.0,0,459,901,GasA,3,Y,1,943,933,0,1876,0,0,2,1,4,1,4,8,Typ,1,3.0,Attchd,1974.0,2.0,2,540,3.0,3.0,1,0,69,0,0,0,0,,0,,0,7,2008,WD,Normal,185000,6.0272,2.8263
1161,160,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0.0,3,3,CBlock,4.0,3.0,0.0,4.0,311,0.0,0,544,855,GasA,2,Y,1,855,601,0,1456,0,0,2,1,3,1,3,7,Typ,1,3.0,Attchd,1978.0,1.0,2,440,3.0,3.0,1,26,0,0,0,0,0,,0,,0,7,2010,WD,Normal,146000,4.6898,1.0979
1162,20,RL,70.04995836802665,9478,Pave,,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,4,3,CBlock,3.0,3.0,0.0,3.0,728,0.0,0,568,1296,GasA,5,Y,1,1640,0,0,1640,1,0,1,0,3,1,4,7,Typ,1,4.0,Detchd,1993.0,1.0,2,924,3.0,3.0,1,108,0,0,0,0,0,,0,,0,11,2008,WD,Normal,224000,6.0272,2.8263
1163,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,4.0,3.0,0.0,3.0,492,0.0,0,402,894,GasA,4,Y,1,894,0,0,894,0,0,1,0,3,1,3,5,Typ,1,3.461038961038961,Attchd,1968.0,3.0,2,450,3.0,3.0,1,0,0,0,0,0,0,,0,,0,5,2007,WD,Normal,129000,6.3373,2.6616
1164,90,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,,0.0,3,3,CBlock,4.0,3.0,0.0,5.0,1198,0.0,0,0,1198,GasA,3,Y,1,1258,0,0,1258,2,0,0,2,3,1,3,6,Typ,0,3.461038961038961,CarPort,1969.0,1.0,2,400,3.0,3.0,1,120,0,0,0,0,0,,0,,0,1,2008,WD,Alloca,108959,6.0272,2.8263
1165,80,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,,0.0,3,3,PConc,4.0,3.0,0.0,4.0,680,0.0,0,289,1360,GasA,5,Y,1,1432,0,0,1432,1,0,1,1,2,1,4,5,Typ,1,3.0,Attchd,1978.0,1.0,2,588,3.0,3.0,1,168,25,0,0,0,0,,0,,0,6,2007,WD,Normal,194000,6.3373,2.6616
1166,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,1502,1502,GasA,5,Y,1,1502,0,0,1502,0,0,2,0,3,1,4,7,Typ,0,3.461038961038961,Attchd,2009.0,2.0,2,644,3.0,3.0,1,0,25,0,0,0,0,,0,,0,9,2009,New,Partial,233170,5.0365,0.1662
1167,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,477,1694,GasA,5,Y,1,1694,0,0,1694,0,0,2,0,3,1,4,7,Typ,0,3.461038961038961,Attchd,2008.0,2.0,3,776,3.0,3.0,1,160,33,0,0,0,0,,0,,0,2,2010,WD,Normal,245350,4.6898,1.0979
1168,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,4.0,3.0,0.0,5.0,786,0.0,0,173,959,GasA,5,Y,1,959,712,0,1671,1,0,2,1,3,1,3,7,Typ,1,3.0,Attchd,2000.0,3.0,2,472,3.0,3.0,1,0,38,0,0,0,0,,0,,0,2,2006,WD,Normal,173000,6.4133,2.9006
1169,70,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,626,0.0,0,501,1127,GasA,5,Y,1,1236,872,0,2108,0,0,2,0,4,1,4,7,Typ,2,3.0,Basment,1935.0,1.0,2,540,3.0,3.0,1,0,0,0,0,0,0,,0,,0,7,2008,WD,Normal,235000,6.0272,2.8263
1170,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,4,3,PConc,5.0,3.0,0.0,5.0,1387,0.0,0,543,991,GasA,5,Y,1,1831,1796,0,1464,1,0,3,1,4,1,4,10,Typ,1,3.0,Attchd,1995.0,3.0,3,807,3.0,3.0,1,361,76,0,0,0,0,,0,,0,7,2006,WD,Normal,163000,6.4133,2.9006
1171,80,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,522,0.0,0,574,1096,GasA,3,Y,1,1118,0,0,1118,1,0,1,0,3,1,3,6,Typ,1,3.461038961038961,Attchd,1977.0,3.0,1,358,3.0,3.0,1,203,0,0,0,0,0,Gd,0,,0,7,2008,WD,Normal,171000,6.0272,2.8263
1172,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,662,0.0,0,599,1261,GasA,5,Y,1,1261,0,0,1261,1,0,1,0,3,1,3,6,Typ,1,3.0,Attchd,1958.0,2.0,2,433,3.0,3.0,1,0,0,0,0,0,0,,0,Shed,0,11,2008,WD,Normal,163000,6.0272,2.8263
1173,160,FV,70.04995836802665,9478,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,625,625,GasA,5,Y,1,625,625,0,1250,0,0,2,1,2,1,4,5,Typ,0,3.461038961038961,Detchd,2006.0,3.0,2,625,3.0,3.0,1,0,54,0,0,0,0,,0,,0,3,2008,WD,Normal,171900,6.0272,2.8263
1174,50,RL,70.04995836802665,9478,Pave,,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,152,0.0,0,977,1598,GasA,3,Y,1,1636,971,0,1464,0,0,3,0,3,1,5,6,Maj1,1,4.0,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,122,0,0,0,0,0,,0,,0,3,2007,WD,Normal,200500,6.3373,2.6616
1175,70,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,5,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,4.0,3.0,0.0,2.0,503,0.0,0,449,952,GasA,3,Y,1,1170,1175,0,2345,0,0,2,1,4,1,3,9,Typ,1,4.0,Detchd,1932.0,1.0,2,360,3.0,3.0,1,0,0,0,0,0,0,,0,,0,7,2006,WD,Normal,239000,6.4133,2.9006
1176,50,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,5.0,700,0.0,0,983,1683,GasA,5,Y,1,1086,743,0,1464,0,0,2,1,4,1,4,9,Typ,1,3.0,Attchd,1992.0,3.0,2,541,3.0,3.0,1,0,33,0,0,0,0,,0,,0,4,2007,WD,Normal,163000,6.3373,2.6616
1177,20,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,658,0.0,0,218,876,GasA,3,Y,1,923,0,0,923,1,0,1,0,3,1,3,5,Typ,0,3.461038961038961,Attchd,1984.0,1.0,1,264,3.0,3.0,1,362,0,0,0,0,0,,0,,0,10,2008,WD,Normal,119500,6.0272,2.8263
1178,50,RM,70.04995836802665,9478,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,5,1926,2004,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,468,0.0,0,350,818,GasA,3,Y,1,818,406,0,1224,0,0,1,0,3,1,3,5,Typ,0,3.461038961038961,Detchd,1926.0,1.0,1,210,3.0,3.0,1,0,0,0,0,0,0,,0,,0,12,2009,WD,Normal,115000,5.0365,0.1662
1179,50,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0,0.0,0,731,731,GasA,5,Y,1,820,523,0,1343,0,0,1,1,3,1,3,7,Typ,1,4.0,Detchd,1921.0,1.0,1,186,3.0,3.0,1,192,0,0,0,0,0,,0,,0,7,2009,WD,Normal,154900,5.0365,0.1662
1180,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,Slab,3.5797610681658467,3.0,0.0,2.6380885453267746,0,0.0,0,0,991,GasA,4,Y,1,1124,0,0,1124,0,0,1,0,3,1,3,5,Min2,1,4.0,Attchd,1978.5061638868744,1.8165337200870195,0,0,3.0,3.0,1,0,36,0,0,0,0,,0,,0,4,2006,WD,Normal,93000,6.4133,2.9006
1181,60,RL,70.04995836802665,9478,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,Wood,4.0,3.0,0.0,1.0,1216,0.0,0,0,1216,GasA,5,Y,1,1298,1216,0,2514,0,0,2,1,4,1,3,8,Typ,0,3.461038961038961,Attchd,1990.0,3.0,2,693,3.0,3.0,1,0,0,0,0,0,0,,0,,0,4,2006,WD,Normal,250000,6.4133,2.9006
1182,120,RM,70.04995836802665,9478,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,0.0,5,3,PConc,5.0,3.0,0.0,5.0,1480,0.0,0,120,1600,GasA,5,Y,1,1652,0,0,1652,1,0,2,0,2,1,4,5,Typ,1,4.0,Attchd,2008.0,3.0,2,482,3.0,3.0,1,162,53,0,0,0,0,,0,,0,11,2008,New,Partial,163000,6.0272,2.8263
1183,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,,0.0,4,3,PConc,5.0,3.0,0.0,5.0,383,0.0,0,300,991,GasA,5,Y,1,1087,0,0,1464,1,0,3,1,4,1,5,10,Typ,2,3.0,Attchd,1996.0,3.0,3,813,3.0,3.0,1,171,78,0,0,0,0,Ex,0,,0,7,2007,WD,Abnorml,163000,6.3373,2.6616
1184,30,RL,70.04995836802665,9478,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,,0.0,3,3,BrkTil,3.0,3.0,0.0,2.0,821,0.0,0,299,1120,GasA,5,Y,1,1130,0,0,1130,1,0,1,0,2,1,3,5,Typ,1,4.0,Detchd,1970.0,1.0,2,720,3.0,3.0,1,229,0,0,0,0,0,,0,,0,6,2006,WD,Normal,120000,6.4133,2.9006
1185,20,RL,70.04995836802665,9478,Grvl,,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,1159,0.0,0,413,1572,GasA,4,Y,1,1572,0,0,1572,1,0,1,1,3,1,3,5,Typ,2,3.0,2Types,1963.0,2.0,3,480,3.0,3.0,1,0,25,0,0,0,0,,0,,0,5,2007,WD,Normal,186700,6.3373,2.6616
1186,50,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,3,3,BrkTil,3.0,3.0,0.0,3.0,392,0.0,0,392,784,GasA,4,Y,1,949,272,0,1221,1,0,1,0,4,1,3,7,Typ,0,3.461038961038961,Attchd,1965.0,1.0,1,392,3.0,3.0,1,0,0,0,0,0,0,,0,,0,3,2006,WD,Normal,104900,6.4133,2.9006
1187,190,RL,70.04995836802665,9478,Pave,,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,2.0,3.0,0.0,3.0,440,0.0,0,538,978,GasA,3,Y,1,1014,685,0,1699,1,0,2,0,3,1,3,7,Typ,0,3.461038961038961,CarPort,1920.0,1.0,2,420,3.0,3.0,1,0,74,0,0,0,0,,0,,0,8,2009,WD,Abnorml,95000,5.0365,0.1662
1188,20,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,,0.0,4,3,PConc,4.0,3.0,0.0,5.0,1456,0.0,0,168,1624,GasA,5,Y,1,1624,0,0,1624,1,0,2,0,2,1,4,5,Typ,1,3.461038961038961,Attchd,1994.0,2.0,3,757,3.0,3.0,1,0,25,0,0,0,0,,0,,0,7,2006,WD,Normal,163000,6.4133,2.9006
1189,60,RL,70.04995836802665,9478,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0,0.0,0,831,831,GasA,5,Y,1,831,829,0,1660,0,0,2,1,3,1,4,7,Typ,0,3.461038961038961,Attchd,2002.0,2.0,2,493,3.0,3.0,1,144,68,0,0,0,0,,0,,0,7,2009,WD,Normal,195000,5.0365,0.1662
1190,60,RL,70.04995836802665,9478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,3.0,3.0,0.0,0.0,0,0.0,0,994,994,GasA,4,Y,1,1028,776,0,1804,0,0,2,1,3,1,4,7,Typ,1,3.0,Attchd,1999.0,3.0,2,442,3.0,3.0,1,140,60,0,0,0,0,,0,,0,6,2010,WD,Normal,189000,4.6898,1.0979
